,species,tribe,subtribe,genus,Argentina,Belize,Bolivia,Brazil,Canada,CaymanIslands,Chile,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,French Guiana,Guadeloupe,Guatemala,Grenada,Guyana,Haiti,Honduras,Jamaica,Martinica,Mexico,Nicaragua,Panama,Paraguay,PuertoRico,Peru,Suriname,TrinidadTobago,Uruguay,USA,Venezuela,VirginIslands,act.di,act.noct,act.crep,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,exta,peri,intra,wild,semi.domestic,domestic,bites.man,bites.mammals,order.notes,seas.wint,seas.summ,lifespan,gonotrophic,cl.size,citations,labrum.length,Labrumepipharynx.length,labruml_wingl,A3_wingl,no.lat.teeth,no.ven.teeth,no.cib.teeth,dental.depth,wing.length,wingl_wingw,wing.width,A3,temp,temp.range,temp.var,rainfall,elevation,flii,wind.speed,canopy,ghm,tree.cover,crops.cover,grass.cover,shrub.cover,urban.cover,water.perm.cover,water.seas.cover,evi,ecoregion.breadth,synarthropy,max.shape,hypo.teeth
373,Psychodopygus carrerai,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,,1,1,,,,,1,0,,,,10,0.25,,0.13,0.11,14,16,,0.11,1.98,3.3,,,25.28735139,14.2656449,1.181928703,176.9971286,212.8695652,3388.555556,0.804786864,15.47826087,0.473401778,46.64761905,2.457142857,5.866666667,2.838095238,42,0,0,3586.330036,5,,spear,spiculate
374,Psychodopygus chagasi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,6,,,,,,,4,,,,,,25.29776917,15.30116272,1.130184266,222.9341045,244,1931,0.302940092,30,0.119336523,87.2,0,8.5,4.3,0,0,0,5232.126087,1,,,
375,Psychodopygus claustrei,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,1,1,,,,,,,,,,5,,,,,,,4,,,,,,26.09527232,12.75284831,1.022859568,187.2277278,157.5416667,4693.071429,1.211881016,15.66666667,0.388849988,55.33333333,0.25,10.225,2.8,31.25833333,0,0,3888.208152,8,,,
376,Psychodopygus complexus,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,,1,1,,1,,,1,0,,,,13,,,,,,,,,,,,,25.42340495,15.10618083,1.209023989,139.2134252,375.5757576,1069.571429,0.776958918,10.24242424,0.48410987,20.51515152,17.91515152,23.95757576,6.145454545,30.02424242,0.854545455,1.018181818,3499.096485,4,,,
377,Psychodopygus corossoniensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,26.93714294,11.50500488,1.556985492,203.7794739,59,2625,1.41386817,0,0.634785667,41.3,0,15.2,2.5,41,0,0,2981.556522,2,,,
378,Psychodopygus davisi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,,1,1,1,1,,man,1,0,,,,18,0.31,,0.15,0.13,12.4,20.2,4,0.11,2.01,3.4,,,25.29721161,15.11919221,1.652602888,149.5445274,307.7063492,3755.6,0.800415978,11.14285714,0.502989593,26.36825397,10.04603175,19.2031746,5.86031746,36.28095238,1.811111111,0.477777778,3461.533264,16,,spear,spiculate
379,Psychodopygus dorlinsis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,25.70314941,15.04315186,0.857843096,155.7879746,376,,0.696510371,11,0.824275732,0,0,0,0,100,0,0,1893.908696,1,,,
380,Psychodopygus douradoi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,98,0.2,,,,,,4,,2.19,3.532258065,0.62,,,,,,,,,,,,,,,,,,,,,,
381,Psychodopygus fairchildi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Psychodopygus fairtigi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Psychodopygus francoisleponti,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Psychodopygus geniculatus,Phlebotomini,Psychodopygina,Psychodopygus,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,25.99402117,13.10586984,1.71171745,184.7134754,99.42857143,2460.333333,1.049141454,9.857142857,0.488683492,45.97142857,0,23.25714286,7.257142857,23.42857143,0,0,3577.098137,5,,,
385,Psychodopygus guyanensis,Phlebotomini,Psychodopygina,Psychodopygus,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,9,0.36,,0.16,0.12,12.7,24.7,4,0.16,2.16,3.5,,,26.78695068,11.03051758,0.630460221,202.8414831,54.5,9832.5,1.376215397,31,0.040081665,100,0,0,0,0,0,0,4835.119565,2,,spear,spiculate
386,Psychodopygus hirsutus,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,,1,1,,,,,,,,,,5,,,,,,,,,,,,,24.48710259,14.82254639,2.259416783,153.3561552,240.3555556,3434.9,1.050293282,16.75555556,0.41302241,45.98222222,3.808888889,20.84,8.648888889,20.4,0,0.048888889,3856.173527,13,,,
387,Psychodopygus joliveti,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Psychodopygus killicki,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Psychodopygus lainsoni,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,0,,1,,man,,,,,,4,0.45,,0.18,0.14,13.5,25,,0.15,2.46,3.6,,,25.59918823,15.33660278,0.722487626,180.5057645,210,5073.75,0.520762396,31.6,0.072094883,79.32,0,16.32,4.36,0,0,0,5063.757391,2,,spear,spiculate
390,Psychodopygus leonidasdeanei,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,1,,man,,,,,,1,0.48,,,,,,4,,2.17,3.23880597,0.67,,,,,,,,,,,,,,,,,,,,,,
391,Psychodopygus llanosmartinsi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,,,,,,,,,,5,,,,,,,4,,,,,,25.56811745,15.39059448,0.87839677,180.8861318,242.2727273,4030.5,0.565403499,27.54545455,0.180301127,67.23636364,4.218181818,21.63636364,6.618181818,0,0,0,4896.665217,3,,,
392,Psychodopygus lloydi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"man, chicken, rodent, marsupial",,,,,,5,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,31.37,,
393,Psychodopygus luisleoni,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Psychodopygus matosi,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,0,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Psychodopygus nicaraguensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Psychodopygus nocticolus,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Psychodopygus panamensis,Phlebotomini,Psychodopygina,Psychodopygus,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,1,,man,,,,,,11,0.36,,0.14,0.12,11,21.2,4,0.13,2.47,3.5,,,25.81777562,10.35130964,0.885574987,212.8648002,382.0714286,4328.4,1.489353891,11.71428571,0.478775936,39.35714286,12.84285714,23.84285714,10.77142857,13,0,0,4238.469876,7,,spear,spiculate
398,Psychodopygus paraensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,,,,,,,,,4,0.25,,0.13,0.11,13.2,17.8,4,0.11,1.94,3.7,,,25.90636393,12.28210246,0.902641272,177.4187806,134.1333333,3093.75,1.392866708,9.4,0.508765473,38.12,4.266666667,13.76,5.506666667,37.86666667,0,0,3790.643768,6,,spear,spiculate
399,Psychodopygus parimaensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Psychodopygus recurvus,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Psychodopygus squamiventris maripaensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,1,,,1,,,,,,,,8,,,,,,,4,,,,,,26.20115899,10.3754815,0.686996688,188.4264267,76,9240.5,2.223995315,29.66666667,0.083237351,95.46666667,0,3.666666667,0.777777778,0.088888889,0,0.244444444,4277.17343,2,,,
402,Psychodopygus squamiventris squamiventris,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,1,,,,,,,,12,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Psychodopygus thula,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,24.1227356,7.63458252,0.141710365,709.2360059,495,5521.666667,1.665210862,13.33333333,0.396321505,55.53333333,0,3.466666667,7.666666667,33.33333333,0,0,4435.175362,2,,,
404,Psychodopygus wellcomei,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,1,,1,1,"man, horse",1,0,,,,15,0.47,,0.21,0.14,11.2,26.4,,0.17,2.2,3.7,,,26.31500466,9.414814342,1.011910685,138.7790306,109.7272727,5001.333333,2.966169993,7.272727273,0.493100055,39.23636364,11.30909091,14.21818182,6.181818182,27.27272727,0,0,3965.368775,5,,spear,spiculate
405,Psychodopygus yasuniensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Psychodopygus yucumensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,4,0.28,,,,,,4,,0.22,0.34375,0.64,0.226,24.1670166,15.386043,0.97618077,177.0178915,322.2857143,1577,0.54918658,26.28571429,0.157356976,60.88571429,7.371428571,19.91428571,11.25714286,0,0,0,4698.501863,2,,,
407,Trichophoromyia acostai,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Trichophoromyia adelsonsouzai,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,,,1,,,,,,,,,,,2,,,,,15,20,10,,1.875,3.55,,,,,,,,,,,,,,,,,,,,,,,
409,Trichophoromyia arevaloi,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Trichophoromyia auraensis,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,,,,,,,,,12,0.38,,0.17,0.11,10,19,,0.11,2.19,3.2,,,24.8319675,15.58839925,0.779327879,153.2600046,240.3333333,3709.333333,0.609301449,22.33333333,0.257817186,34.77777778,8.044444444,30.75555556,11.84444444,6.888888889,6.8,10.31111111,4512.131884,3,,,
411,Trichophoromyia beniensis,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.345,,,,,12,,2.15,3.359375,0.64,0.21,,,,,,,,,,,,,,,,,,,,,
412,Trichophoromyia bettinii,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Trichophoromyia brachipyga,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,3,0.39,,0.17,0.1,12,16,,0.11,2.37,3.2,,,,,,,,,,,,,,,,,,,,,,spear,spiculate
414,Trichophoromyia castanheirai,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,32,,,,,,,,,,,,,26.57234344,12.57051849,1.634176683,140.689496,101.5,9007,1.864588567,33.5,0.14360043,39.25,0,6.95,3.8,0,50,0,4186.7,2,,,
415,Trichophoromyia cellulana,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Trichophoromyia clitella,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,23.79902954,15.05934448,1.078542566,186.2385876,326.4,2102.666667,0.49819321,27.2,0.172338419,75.48,10.32,5.84,7.56,0,0,0,4559.355652,2,,,
417,Trichophoromyia dunhami,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Trichophoromyia eurypyga,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,26.59015299,12.62915039,1.656052889,140.9779042,111,9007,1.887446901,35.66666667,0.100240493,33.33333333,0,0,0,0,66.66666667,0,3984.126087,1,,,
419,Trichophoromyia flochi,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,25.60310516,14.19719696,1.302690905,164.9519987,112,,0.64950197,11.25,0.687755093,3.95,3.1,13.65,4.15,75,0,0,2817.754348,3,,,
420,Trichophoromyia gibba,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Trichophoromyia howardi,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,0.355,,,,,,14,,2.25,3.515625,0.64,,,,,,,,,,,,,,,,,,,,,,
422,Trichophoromyia incasica,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Trichophoromyia ininii,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,1,,,,,,,,,,,3,0.34,,0.15,,12,19.5,,0.12,2.3,3.4,,,26.14315694,11.33339691,0.798061955,188.9323555,79.58333333,7880.181818,2.014001855,25.33333333,0.133744716,92.53333333,0,5.133333333,1.766666667,0.566666667,0,0.183333333,4232.582971,2,,spear,spiculate
424,Trichophoromyia lopesi,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Trichophoromyia loretonensis,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,25.2059494,16.68763733,0.863125408,164.4402333,291.5,0,0.664813183,30,0.086830586,62.2,0,27.55,10.25,0,0,0,5127.203261,1,,,
426,Trichophoromyia meirai,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Trichophoromyia melloi,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Trichophoromyia napoensis,Phlebotomini,Psychodopygina,Trichophoromyia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36,,,,,,12,,2.23,3.231884058,0.69,,,,,,,,,,,,,,,,,,,,,,
