species,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,wild,semi.domestic,domestic,bites.man,bites.mammals,A3_wingl,no.lat.teeth,wing.length,wingl_wingw,temp,temp.range,flii,canopy,ghm,evi,tribe_Phlebotomini,subtribe_Lutzomyiina,subtribe_Psychodopygina,genus_Bichromomyia,genus_Brumptomyia,genus_Dampfomyia,genus_Deanemyia,genus_Evandromyia,genus_Expapillata,genus_Hertigia,genus_Lutzomyia,genus_Martinsmyia,genus_Micropygomyia,genus_Migonemyia,genus_Nyssomyia,genus_Oligodontomyia,genus_Pintomyia,genus_Pressatia,genus_Psathyromyia,genus_Psychodopygus,genus_Sciopemyia,genus_Trichophoromyia,genus_Trichopygomyia,genus_Viannamyia,genus_Warileya,maxshape_spear,hypoteeth_rough,hypoteeth_smooth,hypoteeth_spiculate,log.citations,log.labrum.length,log.no.ven.teeth,log.no.cib.teeth,log.rainfall,log.wind.speed,log.tree.cover,log.crops.cover,log.grass.cover,log.urban.cover,log.water.perm.cover,log.water.seas.cover,log.ecoregion.breadth,leish
Psychodopygus claustrei,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,26.09527232,12.75284831,4693.071429,15.66666667,0.388849988,3888.208152,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.60963789243677,,,1.3865443298751,5.23233101273972,0.192998534466453,4.01339357175405,-1.38230233985035,2.32493349665781,3.44231799815043,-6.90775527898214,-6.90775527898214,2.07956653386799,0.0
Psychodopygus complexus,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,,,,,,25.42340495,15.10618083,1069.571429,10.24242424,0.48410987,3499.096485,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.56502627758003,,,,4.93601537184152,-0.251081560825208,3.021212454955,2.88570262555421,3.17632632907647,3.40203844187184,-0.156016054390427,0.0190001661946896,1.3865443298751,1.0
Psychodopygus corossoniensis,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,26.93714294,11.50500488,2625.0,0.0,0.634785667,2981.556522,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693647055601596,,,1.3865443298751,5.31704330609059,0.347036360677234,3.72088671274892,-6.90775527898214,2.72136121516188,3.71359645665077,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psychodopygus davisi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.13,12.4,2.01,3.4,25.29721161,15.11919221,3755.6,11.14285714,0.502989593,3461.533264,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.89042731190857,-1.1679623668029,3.00573210813232,1.3865443298751,5.00760087757424,-0.22137514336966,3.27219870910417,2.30727724262249,2.95512768248323,3.59132043802171,0.594492525277245,-0.736518718238374,2.77265122028674,1.0
Psychodopygus dorlinsis,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,25.70314941,15.04315186,,11.0,0.824275732,1893.908696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.58497768270014,,,,5.04850236456545,-0.360237896579952,-6.90775527898214,-6.90775527898214,-6.90775527898214,4.60518018593809,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Psychodopygus douradoi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,2.19,3.532258065,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.58497768270014,-1.60445037092306,,1.3865443298751,,,,,,,,,,0.0
Psychodopygus fairchildi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psychodopygus fairtigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Psychodopygus francoisleponti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Psychodopygus geniculatus,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,25.99402117,13.10586984,2460.333333,9.857142857,0.488683492,3577.098137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693647055601596,,,,5.21881125663017,0.0489248731910022,3.8280418378767,-6.90775527898214,3.1466553012546,3.1539989608458,-6.90775527898214,-6.90775527898214,1.60963789243677,0.0
Psychodopygus guyanensis,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.12,12.7,2.16,3.5,26.78695068,11.03051758,9832.5,31.0,0.040081665,4835.119565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.19733568227495,-1.01887732064926,3.20684372864436,1.3865443298751,5.3124297325202,0.32006363235003,4.60518018593809,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psychodopygus hirsutus,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,24.48710259,14.82254639,3434.9,16.75555556,0.41302241,3856.173527,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.60963789243677,,,,5.03276954874792,0.0500211033956485,3.82827659560952,1.33760002572124,3.03692220037885,3.01558391925659,-6.90775527898214,-2.99795696634893,2.56502627758003,1.0
Psychodopygus joliveti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psychodopygus killicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,1.3865443298751,,,,,,,,,,0.0
Psychodopygus lainsoni,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,,0.14,13.5,2.46,3.6,25.59918823,15.33660278,5073.75,31.6,0.072094883,5063.757391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.3865443298751,-0.796287939479459,3.21891582406822,,5.195768253525,-0.650542974802025,4.37350291073299,-6.90775527898214,2.79245262216856,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psychodopygus leonidasdeanei,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,,,,2.17,3.23880597,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,-0.731888008876376,,1.3865443298751,,,,,,,,,,0.0
Psychodopygus llanosmartinsi,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,25.56811745,15.39059448,4030.5,27.54545455,0.180301127,4896.665217,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.60963789243677,,,1.3865443298751,5.19787325554273,-0.568448559008714,4.20822909956235,1.43964122725986,3.07442161846052,-6.90775527898214,-6.90775527898214,-6.90775527898214,1.09894556645823,1.0
Psychodopygus lloydi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.60963789243677,,,1.94605299599506,,,,,,,,,,0.0
Psychodopygus luisleoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Psychodopygus matosi,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693647055601596,,,1.3865443298751,,,,,,,,,,0.0
Psychodopygus nicaraguensis,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psychodopygus nocticolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psychodopygus panamensis,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,,0.12,11.0,2.47,3.5,25.81777562,10.35130964,4328.4,11.71428571,0.478775936,4238.469876,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.3979861777573,-1.01887732064926,3.05404835037683,1.3865443298751,5.36066192113764,0.399013602494413,3.67270288763592,2.5528656534622,3.17152662189534,2.56502627758003,-6.90775527898214,-6.90775527898214,1.94605299599506,1.0
Psychodopygus paraensis,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.11,13.2,1.94,3.7,25.90636393,12.28210246,3093.75,9.4,0.508765473,3790.643768,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.3865443298751,-1.38230233985035,2.8792546354953,1.3865443298751,5.17851856647799,0.332081689402186,3.64076531139051,1.45106722987404,2.62183850428314,3.63409762580897,-6.90775527898214,-6.90775527898214,1.79192612200738,1.0
Psychodopygus parimaensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.58497768270014,,,,,,,,,,,,,0.0
Psychodopygus recurvus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psychodopygus squamiventris maripaensis,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,,,,,,26.20115899,10.3754815,9240.5,29.66666667,0.083237351,4277.17343,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.07956653386799,,,1.3865443298751,5.23871292851087,0.799754809998009,4.55878762125877,-6.90775527898214,1.29955567431055,-2.40918093802377,-6.90775527898214,-1.40468465470901,0.693647055601596,1.0
Psychodopygus squamiventris squamiventris,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4849899796493,,,1.3865443298751,,,,,,,,,,1.0
Psychodopygus thula,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,24.1227356,7.63458252,5521.666667,13.33333333,0.396321505,4435.175362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,6.56418975261877,0.51055210356275,4.01700144804536,-6.90775527898214,1.24348193751677,3.50658789676999,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psychodopygus wellcomei,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.14,11.2,2.2,3.7,26.31500466,9.414814342,5001.333333,7.272727273,0.493100055,3965.368775,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.70811686554675,-0.752897184965719,3.27340188822277,,4.93289016596424,1.08760863424106,3.66962944691514,2.42569532811518,2.65459188544831,3.3059238677523,-6.90775527898214,-6.90775527898214,1.60963789243677,1.0
Psychodopygus yasuniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psychodopygus yucumensis,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.22,0.34375,24.1670166,15.386043,1577.0,26.28571429,0.157356976,4698.501863,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3865443298751,-1.26940060964839,,1.3865443298751,5.17625645851683,-0.597497821919629,4.1090149947587,1.99774717308796,2.99148756300321,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Trichophoromyia acostai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia adelsonsouzai,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,15.0,1.875,3.55,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.693647055601596,,2.99578227230403,2.30268508799438,,,,,,,,,,0.0
Trichophoromyia arevaloi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia auraensis,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,0.11,10.0,2.19,3.2,24.8319675,15.58839925,3709.333333,22.33333333,0.257817186,4512.131884,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.4849899796493,-0.964955903855436,2.94449160936039,,5.03214238039485,-0.49380226519233,3.54900736684805,2.0851060236667,3.42610316047408,1.93005495848044,1.9170696601935,2.33331904040428,1.09894556645823,0.0
Trichophoromyia beniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,3.359375,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,2.4849899796493,,,,,,,,,,0.0
Trichophoromyia bettinii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia brachipyga,1.0,1.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,0.1,12.0,2.37,3.2,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.09894556645823,-0.939047718996771,2.77265122028674,,,,,,,,,,,0.0
Trichophoromyia castanheirai,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,26.57234344,12.57051849,9007.0,33.5,0.14360043,4186.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,4.94656241386446,0.62357658883193,3.66997692161087,-6.90775527898214,1.93888553411835,-6.90775527898214,3.91204300522815,-6.90775527898214,0.693647055601596,0.0
Trichophoromyia cellulana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia clitella,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,23.79902954,15.05934448,2102.666667,27.2,0.172338419,4559.355652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,5.22703395019354,-0.694762063782244,4.32388096895525,2.3341806545838,1.76490201505817,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Trichophoromyia dunhami,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia eurypyga,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.59015299,12.62915039,9007.0,35.66666667,0.100240493,3984.126087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,4.9486102635818,0.63575474575099,3.50658789676999,-6.90775527898214,-6.90775527898214,-6.90775527898214,4.19972007781743,-6.90775527898214,0.0009995003330834,0.0
Trichophoromyia flochi,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,25.60310516,14.19719696,,11.25,0.687755093,2817.754348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,5.10566057695766,-0.430010952594501,1.37396871142925,1.13172464011831,2.61381277902084,4.31750144678076,-6.90775527898214,-6.90775527898214,1.09894556645823,0.0
Trichophoromyia gibba,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia howardi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,2.25,3.515625,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,-1.03282454813011,,2.63912875563579,,,,,,,,,,0.0
Trichophoromyia incasica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia ininii,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,12.0,2.3,3.4,26.14315694,11.33339691,7880.181818,25.33333333,0.133744716,4232.582971,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.09894556645823,-1.07587280169862,2.9704657463061,,5.24139433647374,0.700620115993756,4.52757974678655,-6.90775527898214,1.63595000690929,-0.566220886400359,-6.90775527898214,-1.69100956793623,0.693647055601596,0.0
Trichophoromyia lopesi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia loretonensis,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,25.2059494,16.68763733,0.0,30.0,0.086830586,5127.203261,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,5.10255326200155,-0.406746153796922,4.13037107678632,-6.90775527898214,3.31603883258083,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Trichophoromyia meirai,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia melloi,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Trichophoromyia napoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,3.231884058,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,-1.01887732064926,,2.4849899796493,,,,,,,,,,0.0
Trichophoromyia nautaensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Trichophoromyia nemorosa,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,24.0680603,15.22633667,1931.0,25.8,0.182551727,4598.104348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,5.10088640624979,-0.500288329895792,4.08363744507841,2.3341806545838,2.91022884994005,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Trichophoromyia octavioi,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Trichophoromyia omagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,3.303030303,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,-1.13631415585212,,2.63912875563579,,,,,,,,,,0.0
Trichophoromyia pabloi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,3.435483871,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.693647055601596,-0.964955903855436,,2.4849899796493,,,,,,,,,,0.0
Trichophoromyia pastazaensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.058,3.5,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,-1.75446368448436,,2.4849899796493,,,,,,,,,,0.0
